n,N,lp,rp,sp,e
36,1421,0.333333333333333,0.166666666666667,0.5,2e-06
36,1325,0.333333333333333,0.166666666666667,0.5,4e-06
36,1269,0.333333333333333,0.166666666666667,0.5,6e-06
36,1229,0.333333333333333,0.166666666666667,0.5,8e-06
36,1198,0.333333333333333,0.166666666666667,0.5,1e-05
36,1173,0.333333333333333,0.166666666666667,0.5,1.2e-05
36,1151,0.333333333333333,0.166666666666667,0.5,1.4e-05
36,1133,0.333333333333333,0.166666666666667,0.5,1.6e-05
36,1116,0.333333333333333,0.166666666666667,0.5,1.8e-05
36,1102,0.333333333333333,0.166666666666667,0.5,2e-05
36,1088,0.333333333333333,0.166666666666667,0.5,2.2e-05
36,1076,0.333333333333333,0.166666666666667,0.5,2.4e-05
36,1065,0.333333333333333,0.166666666666667,0.5,2.6e-05
36,1055,0.333333333333333,0.166666666666667,0.5,2.8e-05
36,1045,0.333333333333333,0.166666666666667,0.5,3e-05
36,1037,0.333333333333333,0.166666666666667,0.5,3.2e-05
36,1028,0.333333333333333,0.166666666666667,0.5,3.4e-05
36,1020,0.333333333333333,0.166666666666667,0.5,3.6e-05
36,1013,0.333333333333333,0.166666666666667,0.5,3.8e-05
36,1005,0.333333333333333,0.166666666666667,0.5,4e-05
36,999,0.333333333333333,0.166666666666667,0.5,4.2e-05
36,992,0.333333333333333,0.166666666666667,0.5,4.4e-05
36,986,0.333333333333333,0.166666666666667,0.5,4.6e-05
36,980,0.333333333333333,0.166666666666667,0.5,4.8e-05
36,974,0.333333333333333,0.166666666666667,0.5,5e-05
36,969,0.333333333333333,0.166666666666667,0.5,5.2e-05
36,964,0.333333333333333,0.166666666666667,0.5,5.4e-05
36,959,0.333333333333333,0.166666666666667,0.5,5.6e-05
36,954,0.333333333333333,0.166666666666667,0.5,5.8e-05
36,949,0.333333333333333,0.166666666666667,0.5,6e-05
36,944,0.333333333333333,0.166666666666667,0.5,6.2e-05
36,940,0.333333333333333,0.166666666666667,0.5,6.4e-05
36,936,0.333333333333333,0.166666666666667,0.5,6.6e-05
36,931,0.333333333333333,0.166666666666667,0.5,6.8e-05
36,928,0.333333333333333,0.166666666666667,0.5,7e-05
36,924,0.333333333333333,0.166666666666667,0.5,7.2e-05
36,920,0.333333333333333,0.166666666666667,0.5,7.4e-05
36,916,0.333333333333333,0.166666666666667,0.5,7.6e-05
36,913,0.333333333333333,0.166666666666667,0.5,7.8e-05
36,909,0.333333333333333,0.166666666666667,0.5,8e-05
36,906,0.333333333333333,0.166666666666667,0.5,8.2e-05
36,902,0.333333333333333,0.166666666666667,0.5,8.4e-05
36,899,0.333333333333333,0.166666666666667,0.5,8.6e-05
36,895,0.333333333333333,0.166666666666667,0.5,8.8e-05
36,893,0.333333333333333,0.166666666666667,0.5,9e-05
36,889,0.333333333333333,0.166666666666667,0.5,9.2e-05
36,887,0.333333333333333,0.166666666666667,0.5,9.4e-05
36,883,0.333333333333333,0.166666666666667,0.5,9.6e-05
36,881,0.333333333333333,0.166666666666667,0.5,9.8e-05
36,878,0.333333333333333,0.166666666666667,0.5,0.0001
